LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1707823683.302955,85256.000,10847,2,T1,1,100,24.126
1707823683.434972,85384.000,10869,1,T1,1,100,24.090
1707823683.568020,85513.000,10888,1,T1,1,100,24.110
1707823683.701068,85642.000,10905,1,T1,1,100,24.118
1707823683.834115,85771.000,10921,1,T1,1,100,24.087
1707823683.968195,85901.000,10939,1,T1,1,100,24.073
1707823684.101242,86030.000,10972,1,T1,1,100,23.961
1707823684.234290,86159.000,10989,1,T1,1,100,23.983
1707823684.365275,86286.000,11006,1,T1,1,100,24.134
1707823684.498323,86415.000,11038,1,T1,1,100,24.023
1707823684.631371,86544.000,11054,1,T1,1,100,24.045
1707823684.764419,86673.000,11071,1,T1,1,100,24.126
1707823684.897467,86802.000,11088,1,T1,1,100,24.125
1707823685.029483,86930.000,11121,1,T1,1,100,24.054
1707823685.161499,87058.000,11138,1,T1,1,100,24.130
1707823685.294547,87187.000,11155,1,T1,1,100,24.198
1707823685.427595,87316.000,11172,1,T1,1,100,24.157
1707823685.559612,87444.000,11204,1,T1,1,100,24.174
1707823685.691628,87572.000,11220,1,T1,1,100,24.075
1707823685.824676,87701.000,11237,1,T1,1,100,24.139
1707823685.957724,87830.000,11271,1,T1,1,100,24.131
1707823686.090771,87959.000,11287,1,T1,1,100,24.092
1707823686.223819,88088.000,11305,1,T1,1,100,24.075
1707823686.354804,88215.000,11321,1,T1,1,100,24.139
1707823686.485789,88342.000,11353,1,T1,1,100,24.131
1707823686.621931,88474.000,11370,1,T1,1,100,24.163
1707823686.753948,88602.000,11386,1,T1,1,100,24.177
1707823686.886996,88731.000,11420,1,T1,1,100,24.112
1707823687.020043,88860.000,11437,1,T1,1,100,24.084
1707823687.153091,88989.000,11453,1,T1,1,100,24.107
1707823687.289233,89121.000,11471,1,T1,1,100,24.224
1707823687.421250,89249.000,11502,1,T1,1,100,24.203
1707823687.554297,89378.000,11519,1,T1,1,100,24.123
1707823687.686314,89506.000,11538,1,T1,1,100,24.124
1707823687.820393,89636.000,11554,1,T1,1,100,24.125
1707823687.954472,89766.000,11586,1,T1,1,100,24.089
1707823688.088551,89896.000,11603,1,T1,1,100,24.110
1707823688.220568,90024.000,11620,1,T1,1,100,24.118
1707823688.352584,90152.000,11651,1,T1,1,100,24.158
1707823688.487695,90283.000,11668,1,T1,1,100,24.316
1707823688.620743,90412.000,11689,1,T1,1,100,24.314
1707823688.753791,90541.000,11706,1,T1,1,100,24.278
1707823688.885807,90669.000,11726,1,T1,1,100,24.262
1707823689.017823,90797.000,11742,1,T1,1,100,24.220
1707823689.150871,90926.000,11774,1,T1,1,100,24.166
1707823689.283919,91055.000,11791,1,T1,1,100,24.214
1707823689.416967,91184.000,11807,1,T1,1,100,24.199
1707823689.550015,91313.000,11827,1,T1,1,100,24.192
1707823689.681000,91440.000,11858,1,T1,1,100,24.190
1707823689.814048,91569.000,11874,1,T1,1,100,24.153
1707823689.947095,91698.000,11892,1,T1,1,100,24.173
1707823690.078081,91825.000,11908,1,T1,1,100,24.252
1707823690.210097,91953.000,11940,1,T1,1,100,24.180
1707823690.344176,92083.000,11959,1,T1,1,100,24.184
1707823690.476193,92211.000,11975,1,T1,1,100,24.222
1707823690.609240,92340.000,11993,1,T1,1,100,24.167
1707823690.742288,92469.000,12024,1,T1,1,100,24.143
1707823690.872242,92595.000,12041,1,T1,1,100,24.310
