LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1707824258.599958,643165.250,34931,4,EM,1,100,RS
1707824258.651747,643215.500,34931,4,EM,1,100,RB
1707824258.703536,643265.750,34931,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824258.755325,643316.000,34931,4,EM,1,100,PS
1707824258.816648,643375.500,34964,4,EM,1,100,RS
1707824258.877970,643435.000,34964,4,EM,1,100,RB
1707824258.939293,643494.500,34964,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824259.000616,643554.000,34964,4,EM,1,100,PS
1707824259.052405,643604.250,34998,4,EM,1,100,RS
1707824259.104194,643654.500,34998,4,EM,1,100,RB
1707824259.155983,643704.750,34998,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824259.207772,643755.000,34998,4,EM,1,100,PS
1707824259.259561,643805.250,35033,4,EM,1,100,RS
1707824259.311351,643855.500,35033,4,EM,1,100,RB
1707824259.363140,643905.750,35033,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824259.414929,643956.000,35033,4,EM,1,100,PS
1707824259.469810,644009.250,35054,4,EM,1,100,RS
1707824259.524691,644062.500,35054,4,EM,1,100,RB
1707824259.579572,644115.750,35054,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824259.634453,644169.000,35054,4,EM,1,100,PS
1707824259.686243,644219.250,35086,4,EM,1,100,RS
1707824259.738032,644269.500,35086,4,EM,1,100,RB
1707824259.789821,644319.750,35086,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824259.841610,644370.000,35086,4,EM,1,100,PS
1707824259.893399,644420.250,35119,4,EM,1,100,RS
